dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1925-09-01,28.698,0.519,Kanpur,India,26.52N,80.60E
1925-10-01,25.857,0.457,Kanpur,India,26.52N,80.60E
1925-11-01,19.258,0.894,Kanpur,India,26.52N,80.60E
1925-12-01,14.842,0.78,Kanpur,India,26.52N,80.60E
1926-01-01,14.757,0.48,Kanpur,India,26.52N,80.60E
1926-02-01,18.857,0.388,Kanpur,India,26.52N,80.60E
1926-03-01,22.571,0.672,Kanpur,India,26.52N,80.60E
1926-04-01,26.38,0.317,Kanpur,India,26.52N,80.60E
1926-05-01,31.401,0.282,Kanpur,India,26.52N,80.60E
1926-06-01,35.324,0.379,Kanpur,India,26.52N,80.60E
1926-07-01,30.876,0.646,Kanpur,India,26.52N,80.60E
1926-08-01,29.162,0.407,Kanpur,India,26.52N,80.60E
1926-09-01,28.024,0.347,Kanpur,India,26.52N,80.60E
1926-10-01,24.87,0.516,Kanpur,India,26.52N,80.60E
1926-11-01,18.062,0.31,Kanpur,India,26.52N,80.60E
1926-12-01,14.733,0.604,Kanpur,India,26.52N,80.60E
1927-01-01,13.343,0.797,Kanpur,India,26.52N,80.60E
1927-02-01,16.581,0.431,Kanpur,India,26.52N,80.60E
1927-03-01,22.171,0.651,Kanpur,India,26.52N,80.60E
1927-04-01,28.911,0.259,Kanpur,India,26.52N,80.60E
1927-05-01,32.157,0.291,Kanpur,India,26.52N,80.60E
1927-06-01,33.634,0.207,Kanpur,India,26.52N,80.60E
1927-07-01,30.06,0.342,Kanpur,India,26.52N,80.60E
1927-08-01,28.556,0.409,Kanpur,India,26.52N,80.60E
1927-09-01,28.903,0.524,Kanpur,India,26.52N,80.60E
1927-10-01,25.547,0.424,Kanpur,India,26.52N,80.60E
1927-11-01,18.993,0.608,Kanpur,India,26.52N,80.60E
1927-12-01,16.336,0.624,Kanpur,India,26.52N,80.60E
1928-01-01,14.404,0.613,Kanpur,India,26.52N,80.60E
1928-02-01,17.927,0.327,Kanpur,India,26.52N,80.60E
1928-03-01,23.998,0.269,Kanpur,India,26.52N,80.60E
1928-04-01,28.764,0.388,Kanpur,India,26.52N,80.60E
1928-05-01,33.812,0.36,Kanpur,India,26.52N,80.60E
1928-06-01,32.241,0.442,Kanpur,India,26.52N,80.60E
1928-07-01,29.716,0.414,Kanpur,India,26.52N,80.60E
1928-08-01,30.241,0.402,Kanpur,India,26.52N,80.60E
1928-09-01,29.88,0.431,Kanpur,India,26.52N,80.60E
1928-10-01,26.385,0.43,Kanpur,India,26.52N,80.60E
1928-11-01,20.6,0.403,Kanpur,India,26.52N,80.60E
1928-12-01,15.449,0.451,Kanpur,India,26.52N,80.60E
1929-01-01,14.407,0.33,Kanpur,India,26.52N,80.60E
1929-02-01,16.495,0.326,Kanpur,India,26.52N,80.60E
1929-03-01,25.005,0.301,Kanpur,India,26.52N,80.60E
1929-04-01,30.091,0.443,Kanpur,India,26.52N,80.60E
1929-05-01,34.183,0.342,Kanpur,India,26.52N,80.60E
1929-06-01,32.718,0.621,Kanpur,India,26.52N,80.60E
1929-07-01,29.9,0.341,Kanpur,India,26.52N,80.60E
1929-08-01,28.32,0.369,Kanpur,India,26.52N,80.60E
1929-09-01,29.508,0.56,Kanpur,India,26.52N,80.60E
1929-10-01,25.079,0.586,Kanpur,India,26.52N,80.60E
1929-11-01,20.053,0.456,Kanpur,India,26.52N,80.60E
1929-12-01,14.162,1.166,Kanpur,India,26.52N,80.60E
1930-01-01,14.032,0.389,Kanpur,India,26.52N,80.60E
1930-02-01,17.267,0.376,Kanpur,India,26.52N,80.60E
1930-03-01,24.553,0.402,Kanpur,India,26.52N,80.60E
1930-04-01,28.937,0.366,Kanpur,India,26.52N,80.60E
1930-05-01,32.927,0.245,Kanpur,India,26.52N,80.60E
1930-06-01,33.095,0.322,Kanpur,India,26.52N,80.60E
1930-07-01,29.222,0.422,Kanpur,India,26.52N,80.60E
1930-08-01,29.024,0.291,Kanpur,India,26.52N,80.60E
1930-09-01,28.909,0.815,Kanpur,India,26.52N,80.60E
1930-10-01,26.23,0.661,Kanpur,India,26.52N,80.60E
1930-11-01,19.564,0.473,Kanpur,India,26.52N,80.60E
1930-12-01,15.189,0.767,Kanpur,India,26.52N,80.60E
1931-01-01,16.299,0.483,Kanpur,India,26.52N,80.60E
1931-02-01,16.868,0.889,Kanpur,India,26.52N,80.60E
1931-03-01,23.471,0.672,Kanpur,India,26.52N,80.60E
1931-04-01,30.912,0.324,Kanpur,India,26.52N,80.60E
1931-05-01,33.459,0.352,Kanpur,India,26.52N,80.60E
1931-06-01,34.67,0.519,Kanpur,India,26.52N,80.60E
1931-07-01,30.479,0.389,Kanpur,India,26.52N,80.60E
1931-08-01,29.662,0.314,Kanpur,India,26.52N,80.60E
1931-09-01,28.25,0.272,Kanpur,India,26.52N,80.60E
1931-10-01,25.084,0.371,Kanpur,India,26.52N,80.60E
1931-11-01,19.398,0.618,Kanpur,India,26.52N,80.60E
1931-12-01,15.764,0.416,Kanpur,India,26.52N,80.60E
1932-01-01,16.494,0.45,Kanpur,India,26.52N,80.60E
1932-02-01,16.771,0.484,Kanpur,India,26.52N,80.60E
1932-03-01,24.104,0.344,Kanpur,India,26.52N,80.60E
1932-04-01,28.985,0.278,Kanpur,India,26.52N,80.60E
1932-05-01,32.674,0.329,Kanpur,India,26.52N,80.60E
1932-06-01,34.665,0.423,Kanpur,India,26.52N,80.60E
1932-07-01,31.055,0.616,Kanpur,India,26.52N,80.60E
1932-08-01,28.99,0.425,Kanpur,India,26.52N,80.60E
1932-09-01,28.618,0.237,Kanpur,India,26.52N,80.60E
1932-10-01,25.547,0.246,Kanpur,India,26.52N,80.60E
1932-11-01,19.532,0.592,Kanpur,India,26.52N,80.60E
1932-12-01,15.123,0.251,Kanpur,India,26.52N,80.60E
1933-01-01,13.074,0.653,Kanpur,India,26.52N,80.60E
1933-02-01,18.271,0.49,Kanpur,India,26.52N,80.60E
1933-03-01,24.058,0.386,Kanpur,India,26.52N,80.60E
1933-04-01,27.323,0.342,Kanpur,India,26.52N,80.60E
1933-05-01,30.13,0.447,Kanpur,India,26.52N,80.60E
1933-06-01,31.894,0.327,Kanpur,India,26.52N,80.60E
1933-07-01,29.554,0.234,Kanpur,India,26.52N,80.60E
1933-08-01,28.841,0.411,Kanpur,India,26.52N,80.60E
1933-09-01,28.154,0.482,Kanpur,India,26.52N,80.60E
1933-10-01,25.065,0.214,Kanpur,India,26.52N,80.60E
1933-11-01,19.59,0.276,Kanpur,India,26.52N,80.60E
1933-12-01,15.441,0.222,Kanpur,India,26.52N,80.60E
1934-01-01,13.874,0.461,Kanpur,India,26.52N,80.60E
1934-02-01,18.14,0.634,Kanpur,India,26.52N,80.60E
1934-03-01,22.955,0.473,Kanpur,India,26.52N,80.60E
1934-04-01,29.365,0.538,Kanpur,India,26.52N,80.60E
1934-05-01,32.966,0.338,Kanpur,India,26.52N,80.60E
1934-06-01,32.181,0.434,Kanpur,India,26.52N,80.60E
1934-07-01,29.473,0.286,Kanpur,India,26.52N,80.60E
1934-08-01,28.594,0.206,Kanpur,India,26.52N,80.60E
1934-09-01,28.53,0.249,Kanpur,India,26.52N,80.60E
1934-10-01,24.538,0.444,Kanpur,India,26.52N,80.60E
1934-11-01,19.454,0.26,Kanpur,India,26.52N,80.60E
1934-12-01,15.651,0.731,Kanpur,India,26.52N,80.60E
1935-01-01,13.141,0.55,Kanpur,India,26.52N,80.60E
1935-02-01,17.785,0.431,Kanpur,India,26.52N,80.60E
1935-03-01,23.571,0.306,Kanpur,India,26.52N,80.60E
1935-04-01,26.778,0.426,Kanpur,India,26.52N,80.60E
1935-05-01,33.755,0.345,Kanpur,India,26.52N,80.60E
1935-06-01,34.291,0.397,Kanpur,India,26.52N,80.60E
1935-07-01,29.651,0.461,Kanpur,India,26.52N,80.60E
1935-08-01,28.469,0.369,Kanpur,India,26.52N,80.60E
1935-09-01,28.057,0.462,Kanpur,India,26.52N,80.60E
1935-10-01,24.722,0.394,Kanpur,India,26.52N,80.60E
1935-11-01,19.994,0.368,Kanpur,India,26.52N,80.60E
1935-12-01,14.957,0.47,Kanpur,India,26.52N,80.60E
1936-01-01,13.246,0.372,Kanpur,India,26.52N,80.60E
1936-02-01,17.236,0.56,Kanpur,India,26.52N,80.60E
1936-03-01,23.741,0.466,Kanpur,India,26.52N,80.60E
1936-04-01,28.614,0.26,Kanpur,India,26.52N,80.60E
1936-05-01,33.533,0.459,Kanpur,India,26.52N,80.60E
1936-06-01,30.42,0.569,Kanpur,India,26.52N,80.60E
1936-07-01,28.9,0.241,Kanpur,India,26.52N,80.60E
1936-08-01,28.65,0.309,Kanpur,India,26.52N,80.60E
1936-09-01,27.916,0.343,Kanpur,India,26.52N,80.60E
1936-10-01,24.824,0.538,Kanpur,India,26.52N,80.60E
1936-11-01,19.858,0.202,Kanpur,India,26.52N,80.60E
1936-12-01,15.061,0.886,Kanpur,India,26.52N,80.60E
1937-01-01,13.343,0.169,Kanpur,India,26.52N,80.60E
1937-02-01,17.734,0.435,Kanpur,India,26.52N,80.60E
1937-03-01,22.167,0.304,Kanpur,India,26.52N,80.60E
1937-04-01,27.73,0.649,Kanpur,India,26.52N,80.60E
1937-05-01,32.331,0.292,Kanpur,India,26.52N,80.60E
1937-06-01,33.061,0.404,Kanpur,India,26.52N,80.60E
1937-07-01,29.919,0.261,Kanpur,India,26.52N,80.60E
1937-08-01,28.905,0.698,Kanpur,India,26.52N,80.60E
1937-09-01,28.502,0.504,Kanpur,India,26.52N,80.60E
1937-10-01,24.328,0.612,Kanpur,India,26.52N,80.60E
1937-11-01,19.692,0.379,Kanpur,India,26.52N,80.60E
1937-12-01,14.187,0.498,Kanpur,India,26.52N,80.60E
1938-01-01,14.562,0.496,Kanpur,India,26.52N,80.60E
1938-02-01,15.919,0.818,Kanpur,India,26.52N,80.60E
1938-03-01,25.141,0.315,Kanpur,India,26.52N,80.60E
1938-04-01,30.151,0.296,Kanpur,India,26.52N,80.60E
1938-05-01,33.252,0.484,Kanpur,India,26.52N,80.60E
1938-06-01,30.4,0.287,Kanpur,India,26.52N,80.60E
1938-07-01,29.354,0.281,Kanpur,India,26.52N,80.60E
1938-08-01,29,0.237,Kanpur,India,26.52N,80.60E
1938-09-01,29.016,0.194,Kanpur,India,26.52N,80.60E
1938-10-01,25.979,0.425,Kanpur,India,26.52N,80.60E
1938-11-01,18.771,0.622,Kanpur,India,26.52N,80.60E
1938-12-01,14.942,0.303,Kanpur,India,26.52N,80.60E
1939-01-01,15.55,0.348,Kanpur,India,26.52N,80.60E
1939-02-01,17.724,0.734,Kanpur,India,26.52N,80.60E
1939-03-01,21.965,0.576,Kanpur,India,26.52N,80.60E
1939-04-01,28.365,0.307,Kanpur,India,26.52N,80.60E
1939-05-01,33.968,0.205,Kanpur,India,26.52N,80.60E
1939-06-01,31.878,0.358,Kanpur,India,26.52N,80.60E
1939-07-01,29.605,0.336,Kanpur,India,26.52N,80.60E
1939-08-01,29.276,0.364,Kanpur,India,26.52N,80.60E
1939-09-01,28.144,0.326,Kanpur,India,26.52N,80.60E
1939-10-01,25.972,0.392,Kanpur,India,26.52N,80.60E
1939-11-01,19.558,0.344,Kanpur,India,26.52N,80.60E
1939-12-01,14.993,0.356,Kanpur,India,26.52N,80.60E
1940-01-01,14.484,0.513,Kanpur,India,26.52N,80.60E
1940-02-01,16.856,0.54,Kanpur,India,26.52N,80.60E
1940-03-01,21.556,0.503,Kanpur,India,26.52N,80.60E
1940-04-01,27.946,0.338,Kanpur,India,26.52N,80.60E
1940-05-01,33.372,0.601,Kanpur,India,26.52N,80.60E
1940-06-01,33.57,0.451,Kanpur,India,26.52N,80.60E
1940-07-01,30.072,0.579,Kanpur,India,26.52N,80.60E
1940-08-01,28.815,0.389,Kanpur,India,26.52N,80.60E
1940-09-01,28.179,0.446,Kanpur,India,26.52N,80.60E
1940-10-01,25.468,0.627,Kanpur,India,26.52N,80.60E
1940-11-01,20.61,0.345,Kanpur,India,26.52N,80.60E
1940-12-01,14.825,0.519,Kanpur,India,26.52N,80.60E
1941-01-01,14.085,0.35,Kanpur,India,26.52N,80.60E
1941-02-01,17.97,0.48,Kanpur,India,26.52N,80.60E
1941-03-01,25.587,0.388,Kanpur,India,26.52N,80.60E
1941-04-01,31.547,0.378,Kanpur,India,26.52N,80.60E
1941-05-01,33.604,0.548,Kanpur,India,26.52N,80.60E
1941-06-01,31.976,0.461,Kanpur,India,26.52N,80.60E
1941-07-01,31.303,0.782,Kanpur,India,26.52N,80.60E
1941-08-01,29.426,0.352,Kanpur,India,26.52N,80.60E
1941-09-01,29.012,0.24,Kanpur,India,26.52N,80.60E
1941-10-01,26.928,0.307,Kanpur,India,26.52N,80.60E
1941-11-01,20.249,0.439,Kanpur,India,26.52N,80.60E
1941-12-01,16.3,0.439,Kanpur,India,26.52N,80.60E
1942-01-01,13.489,0.348,Kanpur,India,26.52N,80.60E
1942-02-01,18.141,0.256,Kanpur,India,26.52N,80.60E
1942-03-01,24.709,0.436,Kanpur,India,26.52N,80.60E
1942-04-01,30.116,0.241,Kanpur,India,26.52N,80.60E
1942-05-01,34.232,0.404,Kanpur,India,26.52N,80.60E
1942-06-01,34.272,0.288,Kanpur,India,26.52N,80.60E
1942-07-01,29.272,0.315,Kanpur,India,26.52N,80.60E
1942-08-01,28.477,0.267,Kanpur,India,26.52N,80.60E
1942-09-01,27.719,0.185,Kanpur,India,26.52N,80.60E
1942-10-01,25.222,0.302,Kanpur,India,26.52N,80.60E
1942-11-01,20.592,0.525,Kanpur,India,26.52N,80.60E
1942-12-01,14.833,0.424,Kanpur,India,26.52N,80.60E
1943-01-01,15.826,0.397,Kanpur,India,26.52N,80.60E
1943-02-01,17.243,0.545,Kanpur,India,26.52N,80.60E
1943-03-01,24.372,0.393,Kanpur,India,26.52N,80.60E
1943-04-01,27.62,0.312,Kanpur,India,26.52N,80.60E
1943-05-01,33.529,0.37,Kanpur,India,26.52N,80.60E
1943-06-01,33.074,0.461,Kanpur,India,26.52N,80.60E
1943-07-01,29.71,0.371,Kanpur,India,26.52N,80.60E
1943-08-01,27.904,0.173,Kanpur,India,26.52N,80.60E
1943-09-01,28.551,0.154,Kanpur,India,26.52N,80.60E
1943-10-01,25.137,0.306,Kanpur,India,26.52N,80.60E
1943-11-01,20.503,0.727,Kanpur,India,26.52N,80.60E
1943-12-01,15.859,0.441,Kanpur,India,26.52N,80.60E
1944-01-01,13.936,0.441,Kanpur,India,26.52N,80.60E
1944-02-01,16.779,0.517,Kanpur,India,26.52N,80.60E
1944-03-01,22.163,0.508,Kanpur,India,26.52N,80.60E
1944-04-01,27.361,0.227,Kanpur,India,26.52N,80.60E
1944-05-01,34.219,0.412,Kanpur,India,26.52N,80.60E
1944-06-01,32.35,0.188,Kanpur,India,26.52N,80.60E
1944-07-01,29.522,0.227,Kanpur,India,26.52N,80.60E
1944-08-01,29.105,0.373,Kanpur,India,26.52N,80.60E
1944-09-01,28.334,0.326,Kanpur,India,26.52N,80.60E
1944-10-01,24.515,0.288,Kanpur,India,26.52N,80.60E
1944-11-01,20.279,0.222,Kanpur,India,26.52N,80.60E
1944-12-01,16.515,0.346,Kanpur,India,26.52N,80.60E
1945-01-01,12.754,0.463,Kanpur,India,26.52N,80.60E
1945-02-01,16.568,0.24,Kanpur,India,26.52N,80.60E
1945-03-01,24.058,0.326,Kanpur,India,26.52N,80.60E
1945-04-01,27.596,0.471,Kanpur,India,26.52N,80.60E
1945-05-01,32.721,0.442,Kanpur,India,26.52N,80.60E
1945-06-01,33.916,0.499,Kanpur,India,26.52N,80.60E
1945-07-01,30.169,0.2,Kanpur,India,26.52N,80.60E
1945-08-01,29.509,0.24,Kanpur,India,26.52N,80.60E
1945-09-01,28.11,0.276,Kanpur,India,26.52N,80.60E
1945-10-01,24.206,0.208,Kanpur,India,26.52N,80.60E
1945-11-01,19.443,0.391,Kanpur,India,26.52N,80.60E
1945-12-01,13.841,0.377,Kanpur,India,26.52N,80.60E
1946-01-01,14.89,0.444,Kanpur,India,26.52N,80.60E
1946-02-01,19.148,0.343,Kanpur,India,26.52N,80.60E
1946-03-01,23.334,0.321,Kanpur,India,26.52N,80.60E
1946-04-01,29.405,0.274,Kanpur,India,26.52N,80.60E
1946-05-01,32.124,0.345,Kanpur,India,26.52N,80.60E
1946-06-01,31.925,0.303,Kanpur,India,26.52N,80.60E
1946-07-01,29.243,0.237,Kanpur,India,26.52N,80.60E
1946-08-01,29.162,0.269,Kanpur,India,26.52N,80.60E
1946-09-01,28.695,0.171,Kanpur,India,26.52N,80.60E
1946-10-01,25.438,0.274,Kanpur,India,26.52N,80.60E
1946-11-01,19.762,0.437,Kanpur,India,26.52N,80.60E
1946-12-01,16.258,0.405,Kanpur,India,26.52N,80.60E
1947-01-01,13.588,0.362,Kanpur,India,26.52N,80.60E
1947-02-01,17.918,0.492,Kanpur,India,26.52N,80.60E
1947-03-01,24.38,0.21,Kanpur,India,26.52N,80.60E
1947-04-01,30.382,0.398,Kanpur,India,26.52N,80.60E
1947-05-01,33.559,0.271,Kanpur,India,26.52N,80.60E
1947-06-01,34.405,0.332,Kanpur,India,26.52N,80.60E
1947-07-01,29.761,0.242,Kanpur,India,26.52N,80.60E
1947-08-01,29.267,0.202,Kanpur,India,26.52N,80.60E
1947-09-01,28.38,0.192,Kanpur,India,26.52N,80.60E
1947-10-01,24.629,0.365,Kanpur,India,26.52N,80.60E
1947-11-01,20.451,0.221,Kanpur,India,26.52N,80.60E
1947-12-01,15.797,0.433,Kanpur,India,26.52N,80.60E
1948-01-01,14.807,0.527,Kanpur,India,26.52N,80.60E
1948-02-01,16.999,0.3,Kanpur,India,26.52N,80.60E
1948-03-01,22.83,0.207,Kanpur,India,26.52N,80.60E
1948-04-01,30.719,0.254,Kanpur,India,26.52N,80.60E
1948-05-01,33.913,0.596,Kanpur,India,26.52N,80.60E
1948-06-01,34.536,0.465,Kanpur,India,26.52N,80.60E
1948-07-01,29.696,0.373,Kanpur,India,26.52N,80.60E
1948-08-01,28.638,0.372,Kanpur,India,26.52N,80.60E
1948-09-01,28.107,0.241,Kanpur,India,26.52N,80.60E
1948-10-01,25.402,0.32,Kanpur,India,26.52N,80.60E
1948-11-01,19.494,0.46,Kanpur,India,26.52N,80.60E
1948-12-01,15.057,0.394,Kanpur,India,26.52N,80.60E
1949-01-01,15.896,0.472,Kanpur,India,26.52N,80.60E
1949-02-01,17.734,0.361,Kanpur,India,26.52N,80.60E
1949-03-01,24.164,0.347,Kanpur,India,26.52N,80.60E
1949-04-01,29.908,0.311,Kanpur,India,26.52N,80.60E
1949-05-01,32.913,0.392,Kanpur,India,26.52N,80.60E
1949-06-01,33.754,0.387,Kanpur,India,26.52N,80.60E
1949-07-01,29.863,0.229,Kanpur,India,26.52N,80.60E
1949-08-01,28.867,0.401,Kanpur,India,26.52N,80.60E
1949-09-01,28.589,0.27,Kanpur,India,26.52N,80.60E
1949-10-01,25.861,0.263,Kanpur,India,26.52N,80.60E
1949-11-01,18.389,0.419,Kanpur,India,26.52N,80.60E
1949-12-01,14.072,0.377,Kanpur,India,26.52N,80.60E
1950-01-01,15.372,0.328,Kanpur,India,26.52N,80.60E
1950-02-01,16.335,0.273,Kanpur,India,26.52N,80.60E
1950-03-01,22.378,0.245,Kanpur,India,26.52N,80.60E
1950-04-01,28.187,0.503,Kanpur,India,26.52N,80.60E
1950-05-01,33.175,0.398,Kanpur,India,26.52N,80.60E
1950-06-01,32.819,0.353,Kanpur,India,26.52N,80.60E
1950-07-01,29.629,0.39,Kanpur,India,26.52N,80.60E
1950-08-01,28.603,0.258,Kanpur,India,26.52N,80.60E
1950-09-01,28.101,0.212,Kanpur,India,26.52N,80.60E
1950-10-01,24.802,0.196,Kanpur,India,26.52N,80.60E
1950-11-01,19.118,0.428,Kanpur,India,26.52N,80.60E
1950-12-01,14.677,0.326,Kanpur,India,26.52N,80.60E
1951-01-01,13.475,0.632,Kanpur,India,26.52N,80.60E
1951-02-01,17.504,0.61,Kanpur,India,26.52N,80.60E
1951-03-01,23.51,0.72,Kanpur,India,26.52N,80.60E
1951-04-01,27.62,0.451,Kanpur,India,26.52N,80.60E
1951-05-01,32.835,0.52,Kanpur,India,26.52N,80.60E
1951-06-01,33.44,0.553,Kanpur,India,26.52N,80.60E
1951-07-01,30.984,0.491,Kanpur,India,26.52N,80.60E
1951-08-01,29.342,0.288,Kanpur,India,26.52N,80.60E
1951-09-01,28.552,0.433,Kanpur,India,26.52N,80.60E
1951-10-01,27.772,0.384,Kanpur,India,26.52N,80.60E
1951-11-01,21.215,0.423,Kanpur,India,26.52N,80.60E
1951-12-01,15.248,0.199,Kanpur,India,26.52N,80.60E
1952-01-01,15.674,0.376,Kanpur,India,26.52N,80.60E
1952-02-01,19.604,0.318,Kanpur,India,26.52N,80.60E
1952-03-01,23.224,0.543,Kanpur,India,26.52N,80.60E
1952-04-01,30.383,0.317,Kanpur,India,26.52N,80.60E
1952-05-01,33.748,0.236,Kanpur,India,26.52N,80.60E
1952-06-01,32.315,0.306,Kanpur,India,26.52N,80.60E
1952-07-01,29.564,0.814,Kanpur,India,26.52N,80.60E
1952-08-01,28.466,0.273,Kanpur,India,26.52N,80.60E
1952-09-01,28.987,0.229,Kanpur,India,26.52N,80.60E
1952-10-01,25.897,0.468,Kanpur,India,26.52N,80.60E
1952-11-01,19.994,0.238,Kanpur,India,26.52N,80.60E
1952-12-01,15.812,0.503,Kanpur,India,26.52N,80.60E
1953-01-01,13.859,0.72,Kanpur,India,26.52N,80.60E
1953-02-01,19.465,0.487,Kanpur,India,26.52N,80.60E
1953-03-01,26.807,0.411,Kanpur,India,26.52N,80.60E
1953-04-01,29.953,0.828,Kanpur,India,26.52N,80.60E
1953-05-01,33.855,0.636,Kanpur,India,26.52N,80.60E
1953-06-01,33.845,0.575,Kanpur,India,26.52N,80.60E
1953-07-01,29.264,0.966,Kanpur,India,26.52N,80.60E
1953-08-01,28.79,0.587,Kanpur,India,26.52N,80.60E
1953-09-01,28.502,0.352,Kanpur,India,26.52N,80.60E
1953-10-01,25.201,0.499,Kanpur,India,26.52N,80.60E
1953-11-01,19.772,0.384,Kanpur,India,26.52N,80.60E
1953-12-01,17.225,0.394,Kanpur,India,26.52N,80.60E
1954-01-01,13.617,0.339,Kanpur,India,26.52N,80.60E
1954-02-01,19.378,0.448,Kanpur,India,26.52N,80.60E
1954-03-01,23.993,1.231,Kanpur,India,26.52N,80.60E
1954-04-01,30.605,0.505,Kanpur,India,26.52N,80.60E
1954-05-01,34.557,0.719,Kanpur,India,26.52N,80.60E
1954-06-01,33.539,0.314,Kanpur,India,26.52N,80.60E
1954-07-01,30.329,0.271,Kanpur,India,26.52N,80.60E
1954-08-01,29.236,0.322,Kanpur,India,26.52N,80.60E
1954-09-01,28.464,0.494,Kanpur,India,26.52N,80.60E
1954-10-01,23.643,0.334,Kanpur,India,26.52N,80.60E
1954-11-01,19.32,0.335,Kanpur,India,26.52N,80.60E
1954-12-01,15.089,0.626,Kanpur,India,26.52N,80.60E
1955-01-01,14.224,0.493,Kanpur,India,26.52N,80.60E
1955-02-01,17.537,0.625,Kanpur,India,26.52N,80.60E
1955-03-01,25.481,0.554,Kanpur,India,26.52N,80.60E
1955-04-01,27.831,0.416,Kanpur,India,26.52N,80.60E
1955-05-01,32.794,0.49,Kanpur,India,26.52N,80.60E
1955-06-01,32.964,0.684,Kanpur,India,26.52N,80.60E
1955-07-01,29.564,0.789,Kanpur,India,26.52N,80.60E
1955-08-01,28.66,0.352,Kanpur,India,26.52N,80.60E
1955-09-01,28.317,0.171,Kanpur,India,26.52N,80.60E
1955-10-01,24.314,0.499,Kanpur,India,26.52N,80.60E
1955-11-01,19.348,0.707,Kanpur,India,26.52N,80.60E
1955-12-01,15.353,0.739,Kanpur,India,26.52N,80.60E
1956-01-01,14.687,0.343,Kanpur,India,26.52N,80.60E
1956-02-01,17.683,0.789,Kanpur,India,26.52N,80.60E
1956-03-01,24.289,0.445,Kanpur,India,26.52N,80.60E
1956-04-01,30.141,0.533,Kanpur,India,26.52N,80.60E
1956-05-01,33.972,0.537,Kanpur,India,26.52N,80.60E
1956-06-01,31.439,0.504,Kanpur,India,26.52N,80.60E
1956-07-01,29.247,0.26,Kanpur,India,26.52N,80.60E
1956-08-01,28.757,0.266,Kanpur,India,26.52N,80.60E
1956-09-01,28.318,0.68,Kanpur,India,26.52N,80.60E
1956-10-01,24.505,0.231,Kanpur,India,26.52N,80.60E
1956-11-01,18.625,0.822,Kanpur,India,26.52N,80.60E
1956-12-01,15.326,0.908,Kanpur,India,26.52N,80.60E
1957-01-01,14.317,0.615,Kanpur,India,26.52N,80.60E
1957-02-01,16.171,1.146,Kanpur,India,26.52N,80.60E
1957-03-01,22.197,0.332,Kanpur,India,26.52N,80.60E
1957-04-01,28.412,0.39,Kanpur,India,26.52N,80.60E
1957-05-01,32.673,0.707,Kanpur,India,26.52N,80.60E
1957-06-01,33.027,0.628,Kanpur,India,26.52N,80.60E
1957-07-01,30.197,0.404,Kanpur,India,26.52N,80.60E
1957-08-01,29.539,0.621,Kanpur,India,26.52N,80.60E
1957-09-01,28.22,0.394,Kanpur,India,26.52N,80.60E
1957-10-01,25.244,0.698,Kanpur,India,26.52N,80.60E
1957-11-01,20.253,0.652,Kanpur,India,26.52N,80.60E
1957-12-01,15.719,0.423,Kanpur,India,26.52N,80.60E
1958-01-01,15.991,0.375,Kanpur,India,26.52N,80.60E
1958-02-01,18.04,0.342,Kanpur,India,26.52N,80.60E
1958-03-01,24.875,0.416,Kanpur,India,26.52N,80.60E
1958-04-01,31.256,0.72,Kanpur,India,26.52N,80.60E
1958-05-01,34.148,0.414,Kanpur,India,26.52N,80.60E
1958-06-01,35.036,0.488,Kanpur,India,26.52N,80.60E
1958-07-01,30.192,0.45,Kanpur,India,26.52N,80.60E
1958-08-01,29.265,0.37,Kanpur,India,26.52N,80.60E
1958-09-01,28.782,0.278,Kanpur,India,26.52N,80.60E
1958-10-01,25.564,0.495,Kanpur,India,26.52N,80.60E
1958-11-01,19.868,0.616,Kanpur,India,26.52N,80.60E
1958-12-01,15.877,0.314,Kanpur,India,26.52N,80.60E
1959-01-01,14.842,0.434,Kanpur,India,26.52N,80.60E
1959-02-01,17.213,0.421,Kanpur,India,26.52N,80.60E
1959-03-01,24.817,0.259,Kanpur,India,26.52N,80.60E
1959-04-01,29.818,0.396,Kanpur,India,26.52N,80.60E
1959-05-01,33.152,0.535,Kanpur,India,26.52N,80.60E
1959-06-01,33.561,0.511,Kanpur,India,26.52N,80.60E
1959-07-01,29.854,0.503,Kanpur,India,26.52N,80.60E
1959-08-01,29.206,0.323,Kanpur,India,26.52N,80.60E
1959-09-01,28.739,0.237,Kanpur,India,26.52N,80.60E
1959-10-01,25.841,0.396,Kanpur,India,26.52N,80.60E
1959-11-01,20.202,0.307,Kanpur,India,26.52N,80.60E
1959-12-01,16.367,0.563,Kanpur,India,26.52N,80.60E
1960-01-01,14.06,0.703,Kanpur,India,26.52N,80.60E
1960-02-01,20.24,0.612,Kanpur,India,26.52N,80.60E
1960-03-01,23.412,0.711,Kanpur,India,26.52N,80.60E
1960-04-01,29.078,0.473,Kanpur,India,26.52N,80.60E
1960-05-01,33.635,1.028,Kanpur,India,26.52N,80.60E
1960-06-01,34.171,0.656,Kanpur,India,26.52N,80.60E
1960-07-01,30.065,0.368,Kanpur,India,26.52N,80.60E
1960-08-01,29.119,0.355,Kanpur,India,26.52N,80.60E
1960-09-01,29.018,0.185,Kanpur,India,26.52N,80.60E
1960-10-01,25.037,0.205,Kanpur,India,26.52N,80.60E
1960-11-01,19.353,0.368,Kanpur,India,26.52N,80.60E
